Date;Product_Category;Product;City;Customer_Group;Point_Format;Sales_kg
03.01.2023;1;276;5;2;1;5,6
03.01.2023;1;276;6;2;1;22,4
03.01.2023;1;276;7;2;1;44,8
03.01.2023;1;276;8;2;1;54,6
03.01.2023;1;276;9;2;1;-11,2
03.01.2023;1;276;15;2;1;22,4
03.01.2023;4;291;1;2;1;31,35
03.01.2023;4;291;3;2;1;17,1
03.01.2023;4;291;5;2;1;5,7
03.01.2023;4;291;6;2;1;28,5
03.01.2023;4;291;7;2;1;33,25
03.01.2023;4;291;9;2;1;-11,4
03.01.2023;4;291;15;2;1;5,7
03.01.2023;1;336;1;2;1;54
03.01.2023;1;336;3;2;1;270
03.01.2023;1;336;6;2;1;140,4
03.01.2023;1;336;7;2;1;19,8
03.01.2023;1;336;8;2;1;43,2
03.01.2023;1;336;9;2;1;-86,4
03.01.2023;1;336;11;2;1;32,4
03.01.2023;1;336;15;2;1;21,6
03.01.2023;1;336;7;2;3;188,1
03.01.2023;1;336;15;2;3;21,6
03.01.2023;1;336;3;2;8;2386,8
03.01.2023;1;336;7;2;8;86,4
03.01.2023;1;505;1;2;1;129,6
03.01.2023;1;505;3;2;1;64,8
03.01.2023;1;505;5;2;1;3,6
03.01.2023;1;505;6;2;1;32,4
03.01.2023;1;505;7;2;1;21,6
03.01.2023;1;505;8;2;1;31,5
03.01.2023;1;505;9;2;1;-43,2
03.01.2023;1;505;15;2;1;21,6
03.01.2023;1;505;1;2;3;2617,2
03.01.2023;1;505;7;2;3;10,8
03.01.2023;1;505;8;2;3;307,8
03.01.2023;1;505;15;2;3;43,2
03.01.2023;15;527;1;259;2;10,8
03.01.2023;15;527;2;259;2;4,8
03.01.2023;15;527;5;259;2;7,2
03.01.2023;15;527;11;259;2;1,8
03.01.2023;15;527;15;259;2;4
03.01.2023;15;527;1;259;3;192
03.01.2023;15;527;5;259;3;43,2
03.01.2023;15;527;7;259;3;46,8
03.01.2023;15;527;8;259;3;4,8
03.01.2023;15;527;11;259;3;41,8
03.01.2023;15;527;1;259;8;255,6
03.01.2023;15;527;2;259;8;444
03.01.2023;15;527;3;259;8;25,2
03.01.2023;14;560;2;259;2;127,2
03.01.2023;14;560;2;259;8;2277,6
03.01.2023;4;749;1;2;1;22,8
03.01.2023;4;749;3;2;1;17,1
03.01.2023;4;749;6;2;1;28,5
03.01.2023;4;749;7;2;1;22,8
03.01.2023;4;749;8;2;1;5,7
03.01.2023;4;749;9;2;1;-17,1
03.01.2023;4;749;15;2;1;5,7
03.01.2023;4;749;15;2;8;5,7
04.01.2023;4;29;1;2;1;84,55
04.01.2023;4;29;3;2;1;57,95
04.01.2023;4;29;4;2;1;34,2
04.01.2023;4;29;5;2;1;5,7
04.01.2023;4;29;6;2;1;119,7
04.01.2023;4;29;7;2;1;31,35
04.01.2023;4;29;8;2;1;9,5
04.01.2023;4;29;9;2;1;85,5
04.01.2023;4;29;11;2;1;5,7
04.01.2023;4;29;15;2;1;34,2
04.01.2023;4;29;1;2;3;684,95
04.01.2023;4;29;5;2;3;136,8
04.01.2023;4;29;8;2;3;116,85
04.01.2023;4;29;15;2;3;313,5
04.01.2023;4;29;1;2;8;4132,5
04.01.2023;4;29;2;2;8;2029,2
04.01.2023;4;29;3;2;8;729,6
04.01.2023;4;29;4;2;8;1977,9
04.01.2023;4;29;6;2;8;1390,8
04.01.2023;4;29;7;2;8;820,8
04.01.2023;4;29;8;2;8;786,6
04.01.2023;4;29;9;2;8;296,4
04.01.2023;4;30;1;2;1;85,5
04.01.2023;4;30;3;2;1;39,9
04.01.2023;4;30;4;2;1;28,5
04.01.2023;4;30;5;2;1;11,4
04.01.2023;4;30;6;2;1;148,2
04.01.2023;4;30;7;2;1;24,7
04.01.2023;4;30;8;2;1;9,5
04.01.2023;4;30;9;2;1;85,5
04.01.2023;4;30;15;2;1;22,8
04.01.2023;4;30;1;2;3;641,25
04.01.2023;4;30;5;2;3;119,7
04.01.2023;4;30;8;2;3;123,5
04.01.2023;4;30;15;2;3;339,15
04.01.2023;4;30;1;2;8;2439,6
04.01.2023;4;30;3;2;8;313,5
04.01.2023;4;30;4;2;8;1470,6
04.01.2023;4;30;6;2;8;1037,4
04.01.2023;4;30;7;2;8;684
04.01.2023;4;30;8;2;8;889,2
04.01.2023;4;30;9;2;8;290,7
04.01.2023;4;31;1;2;1;36,1
04.01.2023;4;31;3;2;1;22,8
04.01.2023;4;31;4;2;1;28,5
04.01.2023;4;31;6;2;1;102,6
04.01.2023;4;31;7;2;1;8,55
04.01.2023;4;31;8;2;1;11,4
04.01.2023;4;31;9;2;1;28,5
04.01.2023;4;31;15;2;1;11,4
04.01.2023;4;31;1;2;3;254,6
04.01.2023;4;31;5;2;3;136,8
04.01.2023;4;31;8;2;3;129,2
04.01.2023;4;31;15;2;3;336,3
04.01.2023;4;31;1;2;8;2131,8
04.01.2023;4;31;2;2;8;1824
04.01.2023;4;31;4;2;8;672,6
04.01.2023;1;276;1;2;1;184,8
04.01.2023;1;276;3;2;1;22,4
04.01.2023;1;276;5;2;1;16,8
04.01.2023;1;276;8;2;1;40,6
04.01.2023;1;276;9;2;1;22,4
04.01.2023;1;276;15;2;1;11,2
04.01.2023;4;291;1;2;1;8,55
04.01.2023;4;291;3;2;1;17,1
04.01.2023;4;291;4;2;1;34,2
04.01.2023;4;291;6;2;1;17,1
04.01.2023;4;291;7;2;1;23,75
04.01.2023;4;291;8;2;1;27,55
04.01.2023;4;291;9;2;1;34,2
04.01.2023;4;291;11;2;1;5,7
04.01.2023;4;291;15;2;1;22,8
04.01.2023;4;291;2;2;8;11,4
04.01.2023;4;291;4;2;8;17,1
04.01.2023;1;336;1;2;1;97,2
04.01.2023;1;336;3;2;1;345,6
04.01.2023;1;336;4;2;1;10,8
04.01.2023;1;336;6;2;1;378
04.01.2023;1;336;7;2;1;41,4
04.01.2023;1;336;8;2;1;108
04.01.2023;1;336;9;2;1;194,4
04.01.2023;1;336;15;2;1;32,4
04.01.2023;1;336;7;2;3;182,7
04.01.2023;1;336;2;2;8;75,6
04.01.2023;1;336;3;2;8;2246,4
04.01.2023;1;336;4;2;8;324
04.01.2023;1;336;7;2;8;172,8
04.01.2023;1;505;1;2;1;180
04.01.2023;1;505;3;2;1;54
04.01.2023;1;505;4;2;1;21,6
04.01.2023;1;505;5;2;1;10,8
04.01.2023;1;505;6;2;1;140,4
04.01.2023;1;505;8;2;1;72,9
04.01.2023;1;505;9;2;1;64,8
04.01.2023;1;505;15;2;1;54
04.01.2023;1;505;1;2;3;2270,7
04.01.2023;1;505;8;2;3;441,9
04.01.2023;1;505;15;2;3;42,3
04.01.2023;1;505;2;2;8;54
04.01.2023;15;527;1;259;1;1,2
04.01.2023;15;527;1;259;2;8,4
04.01.2023;15;527;4;259;2;1,2
04.01.2023;15;527;5;259;2;2,4
04.01.2023;15;527;8;259;2;0,8
04.01.2023;15;527;9;259;2;1,2
04.01.2023;15;527;15;259;2;7,2
04.01.2023;15;527;1;259;3;158,4
04.01.2023;15;527;5;259;3;22,8
04.01.2023;15;527;7;259;3;32,4
04.01.2023;15;527;8;259;3;1,6
04.01.2023;15;527;11;259;3;15,6
04.01.2023;15;527;1;259;8;52,8
04.01.2023;15;527;2;259;8;438
04.01.2023;15;527;3;259;8;2072,4
04.01.2023;14;560;2;259;8;592,8
04.01.2023;4;749;1;2;1;34,2
04.01.2023;4;749;3;2;1;34,2
04.01.2023;4;749;4;2;1;22,8
04.01.2023;4;749;6;2;1;51,3
04.01.2023;4;749;7;2;1;1,9
04.01.2023;4;749;8;2;1;5,7
04.01.2023;4;749;9;2;1;33,25
04.01.2023;4;749;15;2;1;17,1
04.01.2023;4;749;1;2;8;11,4
04.01.2023;4;749;2;2;8;17,1
04.01.2023;4;749;4;2;8;11,4
05.01.2023;4;29;1;2;1;52,25
05.01.2023;4;29;3;2;1;81,7
05.01.2023;4;29;4;2;1;17,1
05.01.2023;4;29;6;2;1;108,3
05.01.2023;4;29;7;2;1;45,6
05.01.2023;4;29;8;2;1;18,05
05.01.2023;4;29;9;2;1;91,2
05.01.2023;4;29;15;2;1;23,75
05.01.2023;4;29;1;2;3;523,45
05.01.2023;4;29;5;2;3;153,9
05.01.2023;4;29;8;2;3;143,45
05.01.2023;4;29;15;2;3;333,45
05.01.2023;4;29;1;2;8;3505,5
05.01.2023;4;29;2;2;8;1345,2
05.01.2023;4;29;3;2;8;1202,7
05.01.2023;4;29;7;2;8;342
05.01.2023;4;29;9;2;8;1134,3
05.01.2023;4;29;15;2;8;906,3
05.01.2023;4;30;1;2;1;63,65
05.01.2023;4;30;3;2;1;79,8
05.01.2023;4;30;4;2;1;5,7
05.01.2023;4;30;6;2;1;68,4
05.01.2023;4;30;7;2;1;48,45
05.01.2023;4;30;8;2;1;21,85
05.01.2023;4;30;9;2;1;68,4
05.01.2023;4;30;11;2;1;5,7
05.01.2023;4;30;15;2;1;17,1
05.01.2023;4;30;1;2;3;525,35
05.01.2023;4;30;5;2;3;125,4
05.01.2023;4;30;8;2;3;161,5
05.01.2023;4;30;15;2;3;347,7
05.01.2023;4;30;1;2;8;2029,2
05.01.2023;4;30;3;2;8;427,5
05.01.2023;4;30;7;2;8;438,9
05.01.2023;4;30;9;2;8;974,7
05.01.2023;4;30;15;2;8;735,3
05.01.2023;4;31;1;2;1;46,55
05.01.2023;4;31;3;2;1;74,1
05.01.2023;4;31;4;2;1;11,4
05.01.2023;4;31;5;2;1;5,7
05.01.2023;4;31;6;2;1;68,4
05.01.2023;4;31;7;2;1;43,7
05.01.2023;4;31;8;2;1;24,7
05.01.2023;4;31;9;2;1;11,4
05.01.2023;4;31;11;2;1;5,7
05.01.2023;4;31;15;2;1;28,5
05.01.2023;4;31;1;2;3;254,6
05.01.2023;4;31;5;2;3;68,4
05.01.2023;4;31;8;2;3;158,65
05.01.2023;4;31;15;2;3;370,5
05.01.2023;4;31;1;2;8;1191,3
05.01.2023;4;31;2;2;8;1373,7
05.01.2023;4;31;3;2;8;609,9
05.01.2023;4;31;15;2;8;5,7
05.01.2023;1;276;1;2;1;173,6
05.01.2023;1;276;3;2;1;141,4
05.01.2023;1;276;6;2;1;22,4
05.01.2023;1;276;7;2;1;11,2
05.01.2023;1;276;8;2;1;68,6
05.01.2023;1;276;9;2;1;11,2
05.01.2023;1;276;15;2;1;11,2
05.01.2023;1;276;15;2;3;11,2
05.01.2023;4;291;1;2;1;13,3
05.01.2023;4;291;3;2;1;45,6
05.01.2023;4;291;4;2;1;11,4
05.01.2023;4;291;6;2;1;28,5
05.01.2023;4;291;7;2;1;32,3
05.01.2023;4;291;8;2;1;6,65
05.01.2023;4;291;9;2;1;39,9
05.01.2023;4;291;15;2;1;11,4
05.01.2023;4;291;15;2;8;28,5
05.01.2023;1;336;1;2;1;54
05.01.2023;1;336;3;2;1;421,2
05.01.2023;1;336;6;2;1;97,2
05.01.2023;1;336;7;2;1;37,8
05.01.2023;1;336;8;2;1;76,5
05.01.2023;1;336;9;2;1;43,2
05.01.2023;1;336;11;2;1;10,8
05.01.2023;1;336;15;2;1;54
05.01.2023;1;336;7;2;3;229,5
05.01.2023;1;336;15;2;3;21,6
05.01.2023;1;336;1;2;8;162
05.01.2023;1;336;3;2;8;1371,6
05.01.2023;1;336;7;2;8;64,8
05.01.2023;1;505;1;2;1;248,4
05.01.2023;1;505;3;2;1;97,2
05.01.2023;1;505;6;2;1;86,4
05.01.2023;1;505;7;2;1;43,2
05.01.2023;1;505;8;2;1;115,2
05.01.2023;1;505;9;2;1;32,4
05.01.2023;1;505;11;2;1;10,8
05.01.2023;1;505;15;2;1;10,8
05.01.2023;1;505;1;2;3;2894,4
05.01.2023;1;505;8;2;3;438,3
05.01.2023;1;505;15;2;3;54
05.01.2023;15;527;1;259;2;6
05.01.2023;15;527;5;259;2;4,8
05.01.2023;15;527;6;259;2;1,2
05.01.2023;15;527;11;259;2;2,4
05.01.2023;15;527;15;259;2;0,8
05.01.2023;15;527;1;259;3;76,8
05.01.2023;15;527;5;259;3;18
05.01.2023;15;527;7;259;3;20,4
05.01.2023;15;527;8;259;3;0,8
05.01.2023;15;527;11;259;3;8,4
05.01.2023;15;527;1;259;8;43,2
05.01.2023;15;527;2;259;8;591,6
05.01.2023;15;527;3;259;8;100,8
05.01.2023;14;560;2;259;8;24667,2
05.01.2023;4;749;1;2;1;22,8
05.01.2023;4;749;3;2;1;45,6
05.01.2023;4;749;4;2;1;22,8
05.01.2023;4;749;6;2;1;39,9
05.01.2023;4;749;7;2;1;11,4
05.01.2023;4;749;9;2;1;74,1
05.01.2023;4;749;15;2;1;17,1
06.01.2023;4;29;1;2;1;153,9
06.01.2023;4;29;3;2;1;153,9
06.01.2023;4;29;4;2;1;273,6
06.01.2023;4;29;6;2;1;273,6
06.01.2023;4;29;7;2;1;9,5
06.01.2023;4;29;8;2;1;18,05
06.01.2023;4;29;9;2;1;131,1
06.01.2023;4;29;11;2;1;11,4
06.01.2023;4;29;15;2;1;45,6
06.01.2023;4;29;1;2;3;533,9
06.01.2023;4;29;5;2;3;148,2
06.01.2023;4;29;8;2;3;151,05
06.01.2023;4;29;15;2;3;586,15
06.01.2023;4;29;1;2;8;6765,9
06.01.2023;4;29;2;2;8;587,1
06.01.2023;4;29;3;2;8;940,5
06.01.2023;4;29;4;2;8;1504,8
06.01.2023;4;29;6;2;8;775,2
06.01.2023;4;29;7;2;8;1065,9
06.01.2023;4;29;8;2;8;3129,3
06.01.2023;4;29;9;2;8;1824
06.01.2023;4;30;1;2;1;156,75
06.01.2023;4;30;3;2;1;102,6
06.01.2023;4;30;4;2;1;171
06.01.2023;4;30;5;2;1;22,8
06.01.2023;4;30;6;2;1;142,5
06.01.2023;4;30;7;2;1;26,6
06.01.2023;4;30;8;2;1;10,45
06.01.2023;4;30;9;2;1;91,2
06.01.2023;4;30;15;2;1;28,5
06.01.2023;4;30;1;2;3;520,6
06.01.2023;4;30;5;2;3;131,1
06.01.2023;4;30;8;2;3;130,15
06.01.2023;4;30;15;2;3;620,35
06.01.2023;4;30;1;2;8;3511,2
06.01.2023;4;30;3;2;8;421,8
06.01.2023;4;30;4;2;8;1556,1
06.01.2023;4;30;6;2;8;678,3
06.01.2023;4;30;7;2;8;1259,7
06.01.2023;4;30;8;2;8;2872,8
06.01.2023;4;30;9;2;8;1259,7
06.01.2023;4;31;1;2;1;59,85
06.01.2023;4;31;3;2;1;79,8
06.01.2023;4;31;4;2;1;114
06.01.2023;4;31;6;2;1;176,7
06.01.2023;4;31;7;2;1;28,5
06.01.2023;4;31;8;2;1;7,6
06.01.2023;4;31;9;2;1;34,2
06.01.2023;4;31;15;2;1;28,5
06.01.2023;4;31;1;2;3;258,4
06.01.2023;4;31;5;2;3;130,15
06.01.2023;4;31;8;2;3;193,8
06.01.2023;4;31;15;2;3;741
06.01.2023;4;31;1;2;8;3608,1
06.01.2023;4;31;2;2;8;706,8
06.01.2023;4;31;3;2;8;393,3
06.01.2023;4;31;4;2;8;712,5
06.01.2023;1;276;1;2;1;246,4
06.01.2023;1;276;3;2;1;201,6
06.01.2023;1;276;4;2;1;100,8
06.01.2023;1;276;6;2;1;201,6
06.01.2023;1;276;7;2;1;22,4
06.01.2023;1;276;8;2;1;49
06.01.2023;1;276;9;2;1;22,4
06.01.2023;1;276;11;2;1;33,6
06.01.2023;1;276;15;2;1;33,6
06.01.2023;1;276;2;2;8;22,4
06.01.2023;4;291;1;2;1;34,2
06.01.2023;4;291;3;2;1;96,9
06.01.2023;4;291;4;2;1;119,7
06.01.2023;4;291;6;2;1;34,2
06.01.2023;4;291;7;2;1;21,85
06.01.2023;4;291;8;2;1;6,65
06.01.2023;4;291;9;2;1;22,8
06.01.2023;4;291;11;2;1;5,7
06.01.2023;4;291;15;2;1;5,7
06.01.2023;4;291;1;2;8;34,2
06.01.2023;1;336;1;2;1;194,4
06.01.2023;1;336;3;2;1;399,6
06.01.2023;1;336;4;2;1;118,8
06.01.2023;1;336;6;2;1;334,8
06.01.2023;1;336;7;2;1;30,6
06.01.2023;1;336;8;2;1;43,2
06.01.2023;1;336;9;2;1;172,8
06.01.2023;1;336;11;2;1;10,8
06.01.2023;1;336;15;2;1;64,8
06.01.2023;1;336;7;2;3;221,4
06.01.2023;1;336;15;2;3;10,8
06.01.2023;1;336;1;2;8;43,2
06.01.2023;1;336;2;2;8;75,6
06.01.2023;1;336;3;2;8;1306,8
06.01.2023;1;336;4;2;8;183,6
06.01.2023;1;336;7;2;8;54
06.01.2023;1;505;1;2;1;259,2
06.01.2023;1;505;3;2;1;86,4
06.01.2023;1;505;4;2;1;32,4
06.01.2023;1;505;5;2;1;3,6
06.01.2023;1;505;6;2;1;205,2
06.01.2023;1;505;7;2;1;0
06.01.2023;1;505;8;2;1;46,8
06.01.2023;1;505;9;2;1;97,2
06.01.2023;1;505;15;2;1;43,2
06.01.2023;1;505;1;2;3;2343,6
06.01.2023;1;505;8;2;3;329,4
06.01.2023;1;505;15;2;3;60,3
06.01.2023;15;527;1;259;1;1,2
06.01.2023;15;527;1;259;2;8,4
06.01.2023;15;527;5;259;2;6
06.01.2023;15;527;8;259;2;0,8
06.01.2023;15;527;11;259;2;2,4
06.01.2023;15;527;15;259;2;2,4
06.01.2023;15;527;1;259;3;121,2
06.01.2023;15;527;5;259;3;63,6
06.01.2023;15;527;7;259;3;78
06.01.2023;15;527;8;259;3;1,6
06.01.2023;15;527;11;259;3;4,8
06.01.2023;15;527;1;259;8;82,8
06.01.2023;15;527;2;259;8;181,2
06.01.2023;15;527;3;259;8;31,2
06.01.2023;14;560;2;259;1;4,8
06.01.2023;14;560;2;259;8;5172
06.01.2023;4;749;1;2;1;17,1
06.01.2023;4;749;3;2;1;74,1
06.01.2023;4;749;4;2;1;51,3
06.01.2023;4;749;6;2;1;114,95
06.01.2023;4;749;9;2;1;51,3
06.01.2023;4;749;15;2;1;5,7
06.01.2023;4;749;1;2;8;74,1
06.01.2023;4;749;4;2;8;39,9
07.01.2023;4;29;1;2;1;158,65
07.01.2023;4;29;3;2;1;102,6
07.01.2023;4;29;4;2;1;-5,7
07.01.2023;4;29;5;2;1;22,8
07.01.2023;4;29;6;2;1;91,2
07.01.2023;4;29;7;2;1;58,9
07.01.2023;4;29;8;2;1;4,75
07.01.2023;4;29;11;2;1;5,7
07.01.2023;4;29;15;2;1;34,2
07.01.2023;4;29;1;2;3;585,2
07.01.2023;4;29;5;2;3;188,1
07.01.2023;4;29;6;2;3;5,7
07.01.2023;4;29;8;2;3;120,65
07.01.2023;4;29;15;2;3;55,1
07.01.2023;4;29;1;2;8;2958,3
07.01.2023;4;29;2;2;8;2143,2
07.01.2023;4;29;3;2;8;1288,2
07.01.2023;4;29;4;2;8;5472
07.01.2023;4;29;6;2;8;2034,9
07.01.2023;4;29;7;2;8;427,5
07.01.2023;4;29;9;2;8;1071,6
07.01.2023;4;29;15;2;8;450,3
07.01.2023;4;30;1;2;1;86,45
07.01.2023;4;30;3;2;1;62,7
07.01.2023;4;30;4;2;1;-5,7
07.01.2023;4;30;6;2;1;96,9
07.01.2023;4;30;7;2;1;44,65
07.01.2023;4;30;8;2;1;6,65
07.01.2023;4;30;11;2;1;11,4
07.01.2023;4;30;15;2;1;14,25
07.01.2023;4;30;1;2;3;516,8
07.01.2023;4;30;5;2;3;279,3
07.01.2023;4;30;6;2;3;5,7
07.01.2023;4;30;8;2;3;113,05
07.01.2023;4;30;15;2;3;56,05
07.01.2023;4;30;1;2;8;495,9
07.01.2023;4;30;3;2;8;541,5
07.01.2023;4;30;4;2;8;4161
07.01.2023;4;30;6;2;8;1516,2
07.01.2023;4;30;7;2;8;359,1
07.01.2023;4;30;9;2;8;906,3
07.01.2023;4;30;15;2;8;125,4
07.01.2023;4;31;1;2;1;102,6
07.01.2023;4;31;3;2;1;34,2
07.01.2023;4;31;5;2;1;11,4
07.01.2023;4;31;6;2;1;74,1
07.01.2023;4;31;7;2;1;36,1
07.01.2023;4;31;8;2;1;3,8
07.01.2023;4;31;11;2;1;5,7
07.01.2023;4;31;15;2;1;22,8
07.01.2023;4;31;1;2;3;249,85
07.01.2023;4;31;5;2;3;222,3
07.01.2023;4;31;8;2;3;183,35
07.01.2023;4;31;15;2;3;43,7
07.01.2023;4;31;1;2;8;1835,4
07.01.2023;4;31;2;2;8;1995
07.01.2023;4;31;3;2;8;684
07.01.2023;4;31;4;2;8;2713,2
07.01.2023;1;276;1;2;1;162,4
07.01.2023;1;276;3;2;1;67,2
07.01.2023;1;276;5;2;1;16,8
07.01.2023;1;276;6;2;1;56
07.01.2023;1;276;7;2;1;22,4
07.01.2023;1;276;8;2;1;33,6
07.01.2023;1;276;11;2;1;22,4
07.01.2023;4;291;1;2;1;61,75
07.01.2023;4;291;3;2;1;34,2
07.01.2023;4;291;6;2;1;28,5
07.01.2023;4;291;7;2;1;26,6
07.01.2023;4;291;8;2;1;7,6
07.01.2023;4;291;11;2;1;5,7
07.01.2023;4;291;15;2;1;11,4
07.01.2023;4;291;2;2;8;51,3
07.01.2023;4;291;4;2;8;17,1
07.01.2023;4;291;15;2;8;11,4
07.01.2023;1;336;1;2;1;108
07.01.2023;1;336;3;2;1;410,4
07.01.2023;1;336;6;2;1;247,5
07.01.2023;1;336;7;2;1;29,7
07.01.2023;1;336;8;2;1;21,6
07.01.2023;1;336;11;2;1;32,4
07.01.2023;1;336;15;2;1;43,2
07.01.2023;1;336;6;2;3;10,8
07.01.2023;1;336;7;2;3;139,5
07.01.2023;1;336;15;2;3;10,8
07.01.2023;1;336;3;2;8;1501,2
07.01.2023;1;336;4;2;8;237,6
07.01.2023;1;336;7;2;8;86,4
07.01.2023;1;505;1;2;1;230,4
07.01.2023;1;505;3;2;1;75,6
07.01.2023;1;505;6;2;1;108
07.01.2023;1;505;7;2;1;43,2
07.01.2023;1;505;8;2;1;29,7
07.01.2023;1;505;11;2;1;10,8
07.01.2023;1;505;15;2;1;21,6
07.01.2023;1;505;1;2;3;2487,6
07.01.2023;1;505;8;2;3;331,2
07.01.2023;1;505;15;2;3;21,6
07.01.2023;15;527;1;259;2;14,4
07.01.2023;15;527;5;259;2;9,6
07.01.2023;15;527;6;259;2;1,2
07.01.2023;15;527;7;259;2;1,2
07.01.2023;15;527;11;259;2;1,2
07.01.2023;15;527;15;259;2;3,6
07.01.2023;15;527;1;259;3;588
07.01.2023;15;527;5;259;3;86,4
07.01.2023;15;527;7;259;3;56,4
07.01.2023;15;527;8;259;3;6,4
07.01.2023;15;527;11;259;3;49,8
07.01.2023;15;527;1;259;8;120
07.01.2023;15;527;2;259;8;184,8
07.01.2023;14;560;2;259;1;7,2
07.01.2023;14;560;2;259;8;806,4
07.01.2023;4;749;1;2;1;45,6
07.01.2023;4;749;3;2;1;79,8
07.01.2023;4;749;6;2;1;24,7
07.01.2023;4;749;7;2;1;22,8
07.01.2023;4;749;8;2;1;5,7
07.01.2023;4;749;15;2;1;28,5
07.01.2023;4;749;2;2;8;5,7
07.01.2023;4;749;4;2;8;22,8
07.01.2023;4;749;15;2;8;5,7
08.01.2023;4;29;1;2;1;83,6
08.01.2023;4;29;3;2;1;11,4
08.01.2023;4;29;7;2;1;2,85
08.01.2023;4;29;8;2;1;5,7
08.01.2023;4;29;1;2;3;189,05
08.01.2023;4;29;8;2;3;90,25
08.01.2023;4;29;1;2;8;3836,1
08.01.2023;4;29;2;2;8;4645,5
08.01.2023;4;29;3;2;8;2348,4
08.01.2023;4;29;7;2;8;1892,4
08.01.2023;4;29;9;2;8;3893,1
08.01.2023;4;30;1;2;1;91,2
08.01.2023;4;30;7;2;1;12,35
08.01.2023;4;30;8;2;1;9,5
08.01.2023;4;30;1;2;3;158,65
08.01.2023;4;30;8;2;3;92,15
08.01.2023;4;30;1;2;8;3026,7
08.01.2023;4;30;3;2;8;826,5
08.01.2023;4;30;7;2;8;1715,7
